"p_val" "avg_logFC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene" "celltype"
"325" 0 1.0142796265447 1 0.539 0 16 "Col1a1" "Fibroblasts"
"326" 0 0.953686287796199 1 0.579 0 16 "Col1a2" "Fibroblasts"
"327" 0 0.885757125589735 1 0.983 0 16 "Gnas" "Fibroblasts"
"328" 0 0.867937884402788 0.703 0.233 0 16 "Cdkn1c" "Fibroblasts"
"329" 0 0.832263786763666 1 0.599 0 16 "Sparc" "Fibroblasts"
"330" 0 0.807797944109687 0.996 0.386 0 16 "Col6a3" "Fibroblasts"
"331" 0 0.801095851119104 0.994 0.369 0 16 "Lum" "Fibroblasts"
"332" 0 0.755355002898466 0.999 0.435 0 16 "Col5a2" "Fibroblasts"
"333" 0 0.752357456364756 0.993 0.383 0 16 "Mfap5" "Fibroblasts"
"334" 0 0.744661493457819 0.982 0.25 0 16 "Postn" "Fibroblasts"
"335" 0 0.723940516905315 0.999 0.435 0 16 "Fstl1" "Fibroblasts"
"336" 0 0.723601662874179 0.995 0.394 0 16 "Col6a2" "Fibroblasts"
"337" 0 0.719004861536259 0.985 0.297 0 16 "Aspn" "Fibroblasts"
"338" 0 0.704653601395089 0.995 0.49 0 16 "Igfbp4" "Fibroblasts"
"339" 1.48438741849413e-223 0.714614902991118 0.343 0.092 2.76689814807306e-219 16 "Igf2" "Fibroblasts"
"340" 3.18467612642519e-135 0.710286508819154 0.389 0.166 5.93623629965656e-131 16 "Plagl1" "Fibroblasts"
"341" 0 3.42779747700565 0.906 0.022 0 17 "Fmod" "Tenocytes"
"342" 0 3.300373901463 0.963 0.122 0 17 "Thbs4" "Tenocytes"
"343" 0 3.08307709965673 0.949 0.031 0 17 "Tnmd" "Tenocytes"
"344" 0 2.19984196994241 0.994 0.415 0 17 "Mgp" "Tenocytes"
"345" 0 2.12579596539706 0.849 0.132 0 17 "Ptn" "Tenocytes"
"346" 0 1.9962105183338 0.899 0.227 0 17 "Abi3bp" "Tenocytes"
"347" 0 1.94958768768133 0.563 0.003 0 17 "Kera" "Tenocytes"
"348" 0 1.92845856690602 1 0.542 0 17 "Col1a1" "Tenocytes"
"349" 0 1.92190768317763 0.601 0.056 0 17 "1500015O10Rik" "Tenocytes"
"350" 0 1.88279135850514 0.519 0.026 0 17 "Comp" "Tenocytes"
"351" 0 1.82425892923334 0.894 0.275 0 17 "Cyr61" "Tenocytes"
"352" 0 1.78657325543561 0.864 0.029 0 17 "Col11a1" "Tenocytes"
"353" 0 1.78078305394992 0.921 0.139 0 17 "Col12a1" "Tenocytes"
"354" 0 1.74418569703071 1 0.582 0 17 "Col1a2" "Tenocytes"
"355" 0 1.74248839846648 0.529 0.016 0 17 "Chodl" "Tenocytes"
"356" 0 1.72349345667316 0.846 0.305 0 17 "Aspn" "Tenocytes"
"357" 0 1.71560997735417 0.644 0.003 0 17 "Cilp2" "Tenocytes"
"358" 0 1.70558527427978 0.981 0.327 0 17 "Ogn" "Tenocytes"
"359" 0 1.62387353607119 0.704 0.149 0 17 "Ctgf" "Tenocytes"
"360" 0 1.60399832912825 0.812 0.102 0 17 "Fibin" "Tenocytes"
"361" 0 1.141383382725 1 0.993 0 18 "mt-Co2" "M2"
"362" 0 1.13042809051627 1 0.992 0 18 "mt-Co1" "M2"
"363" 0 1.11614214890353 1 0.994 0 18 "mt-Co3" "M2"
"364" 0 1.09564794523632 1 0.993 0 18 "mt-Atp6" "M2"
"365" 0 0.908122206326151 1 0.986 0 18 "mt-Nd1" "M2"
"366" 0 0.875655591472457 1 0.991 0 18 "mt-Nd4" "M2"
"367" 0 0.87089597699826 1 0.988 0 18 "mt-Nd2" "M2"
"368" 0 0.867540444394715 1 0.991 0 18 "mt-Cytb" "M2"
"369" 4.00495367730214e-198 0.68621987564403 0.99 0.893 7.4652336544912e-194 18 "mt-Nd5" "M2"
"370" 5.29380267466812e-175 0.714126579890682 0.949 0.611 9.86764818558138e-171 18 "Ptprc" "M2"
"371" 3.45027033733772e-169 0.740426542595293 0.877 0.529 6.43130390879751e-165 18 "Csf1r" "M2"
"372" 1.71699555138821e-161 0.83367341464385 0.999 0.952 3.20047970778762e-157 18 "Psap" "M2"
"373" 1.0623264360564e-157 0.770936007972895 0.888 0.484 1.98017647680914e-153 18 "H2-Ab1" "M2"
"374" 1.30867441570351e-156 0.762590105620255 0.894 0.502 2.43936911087134e-152 18 "C1qa" "M2"
"375" 5.68195549020298e-147 1.02926630527314 0.974 0.819 1.05911650337383e-142 18 "Apoe" "M2"
"376" 1.07745553227093e-146 0.733534396453969 0.948 0.59 2.00837711215302e-142 18 "Cd74" "M2"
"377" 8.67262652992733e-142 0.67702048946163 0.945 0.609 1.61657758517845e-137 18 "Mpeg1" "M2"
"378" 4.37746723878101e-123 0.662267161087332 0.821 0.453 8.15959893308781e-119 18 "H2-Eb1" "M2"
"379" 1.25596643348612e-103 1.14457663410667 1 0.998 2.34112143201813e-99 18 "Gm42418" "M2"
"380" 7.16428485063239e-81 0.668260873561701 0.529 0.282 1.33542269615788e-76 18 "Mrc1" "M2"
"381" 0 4.32094853641609 0.893 0.046 0 19 "Cxcl5" "ActivatedFAPs"
"382" 0 3.35031564070022 0.796 0.093 0 19 "Prg4" "ActivatedFAPs"
"383" 0 2.63313250061381 0.975 0.235 0 19 "Timp1" "ActivatedFAPs"
"384" 0 2.61166573694265 0.989 0.344 0 19 "Mt2" "ActivatedFAPs"
"385" 0 2.61062960350737 0.977 0.321 0 19 "Cxcl1" "ActivatedFAPs"
"386" 0 2.58215143815078 0.858 0.097 0 19 "Ptx3" "ActivatedFAPs"
"387" 0 2.45177686968243 0.365 0.039 0 19 "Mmp3" "ActivatedFAPs"
"388" 0 2.40096480370539 0.979 0.406 0 19 "Ccl2" "ActivatedFAPs"
"389" 0 1.86047369916163 0.877 0.219 0 19 "Tnfaip6" "ActivatedFAPs"
"390" 0 1.85064372443785 0.986 0.374 0 19 "Pdpn" "ActivatedFAPs"
"391" 0 1.84210395361655 0.986 0.353 0 19 "Ccl7" "ActivatedFAPs"
"392" 0 1.84068926132484 0.695 0.087 0 19 "Tnc" "ActivatedFAPs"
"393" 0 1.82859399428351 0.899 0.161 0 19 "Serpine1" "ActivatedFAPs"
"394" 0 1.81619986281716 0.754 0.129 0 19 "Il33" "ActivatedFAPs"
"395" 0 1.77993584055846 0.948 0.334 0 19 "Uap1" "ActivatedFAPs"
"396" 0 1.75738716060325 0.839 0.242 0 19 "Cxcl14" "ActivatedFAPs"
"397" 0 1.72751607847047 0.826 0.128 0 19 "Fst" "ActivatedFAPs"
"398" 0 1.72603525572246 0.897 0.196 0 19 "Tm4sf1" "ActivatedFAPs"
"399" 0 1.61544835312692 0.733 0.144 0 19 "Thbd" "ActivatedFAPs"
"400" 5.5860618864117e-301 1.71724526100496 0.996 0.802 1.04124193562714e-296 19 "Mt1" "ActivatedFAPs"
"401" 0 3.59094083816531 0.885 0.107 0 20 "Fabp4" "EC"
"402" 0 2.21713985927326 0.881 0.199 0 20 "Tm4sf1" "EC"
"403" 0 2.1504149665934 0.697 0.016 0 20 "Aqp1" "EC"
"404" 0 2.14550717533982 0.885 0.07 0 20 "Sdpr" "EC"
"405" 0 2.05126800550573 0.899 0.008 0 20 "Cdh5" "EC"
"406" 0 2.0479801170325 0.719 0.037 0 20 "Ctla2a" "EC"
"407" 0 2.02673775951343 0.926 0.175 0 20 "Cav1" "EC"
"408" 0 1.99844434981574 0.897 0.011 0 20 "Egfl7" "EC"
"409" 0 1.99685043159048 0.91 0.026 0 20 "Pecam1" "EC"
"410" 0 1.9628662407794 0.706 0.003 0 20 "Cldn5" "EC"
"411" 0 1.91214160218713 0.844 0.003 0 20 "Ptprb" "EC"
"412" 0 1.75410762360911 0.834 0.233 0 20 "Gng11" "EC"
"413" 0 1.68441288648013 0.577 0.002 0 20 "Gpihbp1" "EC"
"414" 0 1.67680681677761 0.788 0.014 0 20 "Flt1" "EC"
"415" 0 1.59123107165858 0.743 0.002 0 20 "Emcn" "EC"
"416" 0 1.56630058308468 0.777 0.173 0 20 "Ly6c1" "EC"
"417" 0 1.5247944702755 0.768 0.007 0 20 "Esam" "EC"
"418" 0 1.48548382851873 0.451 0.038 0 20 "Plvap" "EC"
"419" 3.74855778875598e-228 1.61666687486973 0.938 0.409 6.98731171824114e-224 20 "Hspb1" "EC"
"420" 3.3202739302446e-194 1.62006514949574 0.906 0.442 6.18899060597593e-190 20 "Igfbp7" "EC"
"421" 0 2.39060544043658 0.603 0.047 0 21 "Ccl5" "Cd3_Tcell"
"422" 0 2.3788111756258 0.824 0.037 0 21 "Ctla2a" "Cd3_Tcell"
"423" 0 2.3443147349267 0.351 0.001 0 21 "Gzma" "Cd3_Tcell"
"424" 0 2.29870484907162 0.671 0.002 0 21 "Nkg7" "Cd3_Tcell"
"425" 0 1.8660926596692 0.663 0.035 0 21 "Ms4a4b" "Cd3_Tcell"
"426" 0 1.6759816236305 0.433 0.001 0 21 "Gzmb" "Cd3_Tcell"
"427" 0 1.57945078786562 0.85 0.22 0 21 "H2-Q7" "Cd3_Tcell"
"428" 0 1.50800280609698 0.473 0.001 0 21 "Cd3g" "Cd3_Tcell"
"429" 0 1.48507397479563 0.401 0.001 0 21 "Xcl1" "Cd3_Tcell"
"430" 0 1.46166173644433 0.786 0.008 0 21 "Ptprcap" "Cd3_Tcell"
"431" 0 1.27442270965574 0.8 0.153 0 21 "Ets1" "Cd3_Tcell"
"432" 0 1.23940246991778 0.623 0.001 0 21 "Sh2d2a" "Cd3_Tcell"
"433" 0 1.14724168848863 0.695 0.037 0 21 "Sept1" "Cd3_Tcell"
"434" 0 1.13935041745015 0.389 0.005 0 21 "Cd3d" "Cd3_Tcell"
"435" 7.76528477684037e-269 1.86094710867195 0.816 0.267 1.44744908240304e-264 21 "AW112010" "Cd3_Tcell"
"436" 6.65963921936514e-232 1.31588427528467 0.403 0.06 1.24135675048966e-227 21 "Top2a" "Cd3_Tcell"
"437" 1.21835423028694e-198 1.19109578637309 0.679 0.207 2.27101228525486e-194 21 "Vps37b" "Cd3_Tcell"
"438" 1.50126252614009e-172 1.8369704940246 0.804 0.383 2.79835334872513e-168 21 "Hmgb2" "Cd3_Tcell"
"439" 7.53643369796888e-111 1.37364527443736 0.469 0.151 1.4047912413014e-106 21 "Stmn1" "Cd3_Tcell"
"440" 1.08898643276826e-94 1.12846275680683 0.385 0.114 2.02987071068003e-90 21 "Mki67" "Cd3_Tcell"
"441" 0 3.6381889788428 0.798 0.048 0 22 "Ccl5" "Naive_Tcell"
"442" 0 2.94531748129406 0.983 0.036 0 22 "Ccr7" "Naive_Tcell"
"443" 0 2.57425807681982 0.666 0.01 0 22 "Ccl22" "Naive_Tcell"
"444" 0 2.55147308296396 0.931 0.087 0 22 "Tbc1d4" "Naive_Tcell"
"445" 0 2.30017115379869 0.964 0.284 0 22 "Tmem123" "Naive_Tcell"
"446" 0 2.15341134392403 0.823 0.159 0 22 "Fscn1" "Naive_Tcell"
"447" 0 2.03750990751677 0.486 0.004 0 22 "Il12b" "Naive_Tcell"
"448" 0 1.97403840453065 0.881 0.027 0 22 "Il4i1" "Naive_Tcell"
"449" 0 1.86091877164166 0.749 0.014 0 22 "Serpinb6b" "Naive_Tcell"
"450" 0 1.84113206704346 0.785 0.077 0 22 "Serpinb9" "Naive_Tcell"
"451" 0 1.67372773313592 0.961 0.231 0 22 "Samsn1" "Naive_Tcell"
"452" 5.87548586601812e-303 1.64960330336861 0.989 0.276 1.09519056542578e-298 22 "Traf1" "Naive_Tcell"
"453" 9.39617454615276e-286 1.47964532710876 0.959 0.306 1.75144693540287e-281 22 "Relb" "Naive_Tcell"
"454" 6.20787920001831e-247 1.59017235225622 0.989 0.446 1.15714868288341e-242 22 "Syngr2" "Naive_Tcell"
"455" 8.09353069233653e-219 1.75593327040313 1 0.679 1.50863412105153e-214 22 "Lsp1" "Naive_Tcell"
"456" 8.60791226588433e-211 1.65321622622263 0.986 0.675 1.60451484636084e-206 22 "Psme2" "Naive_Tcell"
"457" 2.05357408844512e-167 1.81878882010141 1 0.982 3.8278621008617e-163 22 "Cst3" "Naive_Tcell"
"458" 1.11681000291825e-157 1.53792318516812 0.961 0.457 2.08173384543962e-153 22 "H2-Eb1" "Naive_Tcell"
"459" 4.32162571185829e-157 1.87465890685204 0.818 0.32 8.05551032690386e-153 22 "Epsti1" "Naive_Tcell"
"460" 8.88007301280497e-156 1.44342280614021 1 0.986 1.65524560958685e-151 22 "Calm1" "Naive_Tcell"
"461" 0 2.10949509644358 0.997 0.149 0 23 "Stmn1" "ProliferatingIC"
"462" 0 1.83427584999646 0.831 0.059 0 23 "Top2a" "ProliferatingIC"
"463" 0 1.79285567520668 0.973 0.111 0 23 "Mki67" "ProliferatingIC"
"464" 0 1.66576794509294 0.964 0.052 0 23 "Birc5" "ProliferatingIC"
"465" 0 1.46912021545896 0.855 0.055 0 23 "Ube2c" "ProliferatingIC"
"466" 0 1.44640635880948 0.498 0.03 0 23 "Hist1h1b" "ProliferatingIC"
"467" 0 1.40273479813768 0.876 0.052 0 23 "2810417H13Rik" "ProliferatingIC"
"468" 0 1.4001267831208 0.846 0.034 0 23 "Cenpf" "ProliferatingIC"
"469" 0 1.30963198510826 0.9 0.125 0 23 "Smc2" "ProliferatingIC"
"470" 0 1.21987732858883 0.858 0.04 0 23 "Cenpe" "ProliferatingIC"
"471" 0 1.19238758353374 0.885 0.05 0 23 "Cdca8" "ProliferatingIC"
"472" 0 1.15611332233073 0.876 0.041 0 23 "Tpx2" "ProliferatingIC"
"473" 0 1.13302593448518 0.909 0.048 0 23 "Cdca3" "ProliferatingIC"
"474" 0 1.10842681802581 0.523 0.034 0 23 "Hist1h2ap" "ProliferatingIC"
"475" 0 1.10620730534029 0.801 0.052 0 23 "Ccnb2" "ProliferatingIC"
"476" 2.42130643950704e-240 1.25916089214973 0.894 0.244 4.51331520324112e-236 23 "Smc4" "ProliferatingIC"
"477" 2.4856875557932e-204 1.59089862170161 0.946 0.384 4.63332160399853e-200 23 "Hmgb2" "ProliferatingIC"
"478" 2.01389916633124e-193 1.59125172561063 0.997 0.667 3.75390804604142e-189 23 "Tuba1b" "ProliferatingIC"
"479" 1.30284823583513e-185 1.4267695857901 0.997 0.748 2.42850911159669e-181 23 "Tubb5" "ProliferatingIC"
"480" 4.13764518363105e-181 1.30228802817519 1 0.902 7.71257062228828e-177 23 "H2afz" "ProliferatingIC"
"481" 0 3.68941000319759 0.945 0.123 0 24 "Acta2" "Pericytes"
"482" 0 3.5838359787952 0.862 0.008 0 24 "Rgs5" "Pericytes"
"483" 0 3.50042489695129 0.917 0.057 0 24 "Tagln" "Pericytes"
"484" 0 3.09994730648873 0.92 0.004 0 24 "Myh11" "Pericytes"
"485" 0 3.01469316081878 0.957 0.099 0 24 "Myl9" "Pericytes"
"486" 0 2.56231218773033 0.902 0.033 0 24 "Gm13889" "Pericytes"
"487" 0 2.43992946574054 0.849 0.078 0 24 "Mustn1" "Pericytes"
"488" 0 2.41550700319006 0.954 0.062 0 24 "Mylk" "Pericytes"
"489" 0 2.15552952851548 0.972 0.229 0 24 "Sparcl1" "Pericytes"
"490" 0 2.07610263075676 0.948 0.025 0 24 "Gucy1a3" "Pericytes"
"491" 0 1.89855317016882 0.769 0.022 0 24 "Pcp4l1" "Pericytes"
"492" 0 1.77187739866203 0.954 0.241 0 24 "Mfge8" "Pericytes"
"493" 0 1.74896946210495 0.849 0.102 0 24 "Ndufa4l2" "Pericytes"
"494" 0 1.69072507494036 0.732 0.023 0 24 "Rasl11a" "Pericytes"
"495" 0 1.64239282279783 0.766 0.004 0 24 "Sncg" "Pericytes"
"496" 9.9496970630091e-304 1.9920196061542 0.957 0.223 1.8546235325449e-299 24 "Tpm2" "Pericytes"
"497" 3.67582119032907e-241 1.96120455782254 1 0.417 6.85173069877339e-237 24 "Cald1" "Pericytes"
"498" 8.44142505104862e-180 1.64057475786207 0.911 0.392 1.57348162951546e-175 24 "Filip1l" "Pericytes"
"499" 3.86119083405473e-144 1.75117490553484 0.972 0.735 7.19725971467802e-140 24 "Dstn" "Pericytes"
"500" 9.25694655118387e-135 1.65741920597698 0.929 0.411 1.72549483714067e-130 24 "Hspb1" "Pericytes"
"501" 0 2.07403347445152 0.984 0.15 0 25 "Stmn1" "ProliferatingIC"
"502" 0 2.00653860082379 0.98 0.059 0 25 "Top2a" "ProliferatingIC"
"503" 0 1.75019577741719 0.852 0.029 0 25 "Hist1h1b" "ProliferatingIC"
"504" 0 1.71792132925447 0.976 0.112 0 25 "Mki67" "ProliferatingIC"
"505" 0 1.67619947438202 0.832 0.033 0 25 "Hist1h2ap" "ProliferatingIC"
"506" 0 1.6159847281976 0.908 0.053 0 25 "2810417H13Rik" "ProliferatingIC"
"507" 0 1.44361183278014 0.772 0.056 0 25 "Ube2c" "ProliferatingIC"
"508" 0 1.44247669783083 0.92 0.118 0 25 "H2afx" "ProliferatingIC"
"509" 0 1.29428686858979 0.904 0.054 0 25 "Birc5" "ProliferatingIC"
"510" 6.39828742383923e-226 1.28374874135271 0.968 0.244 1.19264077580363e-221 25 "Smc4" "ProliferatingIC"
"511" 1.0571942429085e-203 2.20769659279785 0.996 0.384 1.97061006878145e-199 25 "Hmgb2" "ProliferatingIC"
"512" 8.07381199582385e-153 1.70133827756817 1 0.748 1.50495855602157e-148 25 "Tubb5" "ProliferatingIC"
"513" 1.13698451593702e-152 1.38229907199097 1 0.986 2.1193391377066e-148 25 "Ptma" "ProliferatingIC"
"514" 1.31177301322737e-151 1.78018196994238 1 0.902 2.44514489665582e-147 25 "H2afz" "ProliferatingIC"
"515" 1.36097504621205e-145 1.53416553848817 0.984 0.668 2.53685748613926e-141 25 "Tuba1b" "ProliferatingIC"
"516" 2.88004452583229e-132 1.56805112316525 1 0.489 5.36840299615138e-128 25 "H2-Ab1" "ProliferatingIC"
"517" 8.03962933932807e-127 1.49816239913395 1 0.482 1.49858690885075e-122 25 "H2-Aa" "ProliferatingIC"
"518" 1.02893266125772e-124 1.40264891614219 1 0.457 1.91793048058439e-120 25 "H2-Eb1" "ProliferatingIC"
"519" 2.75978808545065e-106 1.33708924589158 1 0.595 5.14424499128001e-102 25 "Cd74" "ProliferatingIC"
"520" 6.12260766153512e-77 1.27081089987607 1 0.982 1.14125406811015e-72 25 "Cst3" "ProliferatingIC"
"521" 0 2.31029598608558 0.75 0.007 0 26 "Siglech" "Cd8_Tcells"
"522" 0 2.11260195437624 0.473 0.001 0 26 "Ly6d" "Cd8_Tcells"
"523" 0 1.67712137782012 0.819 0.017 0 26 "Cd7" "Cd8_Tcells"
"524" 0 1.65683581531271 0.628 0.005 0 26 "Ccr9" "Cd8_Tcells"
"525" 0 1.33936761706473 0.42 0 0 26 "Klk1" "Cd8_Tcells"
"526" 0 1.25275051329685 0.745 0.05 0 26 "Sell" "Cd8_Tcells"
"527" 0 1.14766211236023 0.516 0.004 0 26 "Spib" "Cd8_Tcells"
"528" 7.12381720642109e-289 1.45175782390079 0.617 0.05 1.32787952727689e-284 26 "Atp1b1" "Cd8_Tcells"
"529" 1.8765509409216e-249 1.34010397636135 0.686 0.072 3.49789095387785e-245 26 "Rnase6" "Cd8_Tcells"
"530" 6.56692283760603e-173 2.02392123653042 0.952 0.234 1.22407441692976e-168 26 "Plac8" "Cd8_Tcells"
"531" 3.28591546104493e-167 1.88372477758217 0.835 0.156 6.12494641938776e-163 26 "Ly6c2" "Cd8_Tcells"
"532" 4.86022876931987e-140 1.1534982989637 0.856 0.197 9.05946642601224e-136 26 "Tspan13" "Cd8_Tcells"
"533" 3.15179903390759e-123 1.58765260797715 0.521 0.077 5.87495339920375e-119 26 "Cd69" "Cd8_Tcells"
"534" 4.38422800180365e-113 1.19821287029098 0.787 0.202 8.17220099536199e-109 26 "St8sia4" "Cd8_Tcells"
"535" 1.77086664826202e-111 1.30394011902016 0.926 0.335 3.30089543236041e-107 26 "Selplg" "Cd8_Tcells"
"536" 6.12154609350842e-82 1.19372004141652 0.824 0.282 1.14105619182997e-77 26 "Cytip" "Cd8_Tcells"
"537" 5.05655130850353e-77 1.76793669337477 0.931 0.733 9.42541163905059e-73 26 "Bst2" "Cd8_Tcells"
"538" 3.83760594797955e-68 1.2412599572355 0.84 0.376 7.15329748703388e-64 26 "Ncf1" "Cd8_Tcells"
"539" 5.63028374577765e-68 1.19329018829682 0.931 0.7 1.04948489021295e-63 26 "Tcf4" "Cd8_Tcells"
"540" 2.58136717640607e-65 2.03231721096941 0.734 0.344 4.81166841682092e-61 26 "Irf8" "Cd8_Tcells"
